,Unnamed: 0,text,sentiment,classification,clean_text
8583,8583, Mind telling me which book  cuz i was at barnes and nobles today and found 2 books that looked promising,positive,1.0,mind telling book cuz barnes noble today found book looked promising
8586,8586,Im sad riiight now becuz of my lady,negative,0.0,im sad riiight becuz lady
8587,8587,"cannot go, cannot refused to feel the pain",negative,0.0,cannot go cannot refused feel pain
8589,8589,So drunk!  Love u guys!,positive,1.0,drunk love u guy
8590,8590, ahanks for the follow back,positive,1.0,ahanks follow back
8592,8592,"Soo tired, couldn`t get enough sleep",negative,0.0,soo tired couldnt get enough sleep
8593,8593,Evyryone MUST watch this...it`s Snowball the dancing bird & he will make your day...I promise!  http://tinyurl.com/37wt5f,positive,1.0,evyryone must watch thisits snowball dancing bird make dayi promise httptinyurlcomwtf
8594,8594,  Sorry to hear that.,negative,0.0,sorry hear
8597,8597,"Have to leave to et  now. I`m looking forward to seeing him, but I`m so not done what I wanted to. Boo-urns. Wish I was @ work.",negative,0.0,leave et im looking forward seeing im done wanted boourns wish work
8598,8598,"http://twitpic.com/61ov1 -   i ahte stress, its supposed to be friday! it makes me wanna cry",negative,0.0,httptwitpiccomov ahte stress supposed friday make wanna cry
8601,8601,back from the yoga retreat. I recommend this to everyone,positive,1.0,back yoga retreat recommend everyone
8602,8602, `t`s depressing I`m stuck inside all day,negative,0.0,t depressing im stuck inside day
8603,8603,",.. oh the Mint Lounge ...AWESOME night",positive,1.0,oh mint lounge awesome night
8606,8606,"_w_a cool, looking forwward to it now",positive,1.0,wa cool looking forwward
8608,8608, Srrry I can not reach either URL,negative,0.0,srrry reach either url
8609,8609, So sorry to hear your terrible news   Thinking of you all x,negative,0.0,sorry hear terrible news thinking x
8611,8611, He`s totally ignoring me!! How sad!  I am heartbroken,negative,0.0,he totally ignoring sad heartbroken
8613,8613,kewl the JB chat was awesome. I had to miss lots of it though cause i had 2 go 2 skewl,positive,1.0,kewl jb chat awesome miss lot though cause go skewl
8614,8614, gasp!!! love it!!! Thank you so much for sharing Tim!!,positive,1.0,gasp love thank much sharing tim
8616,8616,up and at work im ina ggggood mood,positive,1.0,work im ina ggggood mood
8618,8618,It`s soooo sad  http://bit.ly/b8jTH  I love Kelly! <3,negative,0.0,soooo sad httpbitlybjth love kelly
8620,8620,oCongrats on the Invisalign! I need to get refitted for mine - I got lazy and stopped wearing them.,negative,0.0,ocongrats invisalign need get refitted mine got lazy stopped wearing
8621,8621,"watched prison break special, such a sad ending",negative,0.0,watched prison break special sad ending
8622,8622,_eleni I lovvve you too!,positive,1.0,eleni lovvve
8623,8623, have you read Angels & Demons? What do you think of it if you have? oh and beautiful sunny weather here in Provence.,positive,1.0,read angel demon think oh beautiful sunny weather provence
8625,8625, But I hate being me,negative,0.0,hate
8626,8626, good morningfella   i have the joy of work to do today.  what are your plans?,positive,1.0,good morningfella joy work today plan
8628,8628, yup sloyly recovering. it sucks that i can`t eat the stuff i`m craving right now. my gums can`t take it. how was your trip?,negative,0.0,yup sloyly recovering suck cant eat stuff im craving right gum cant take trip
8629,8629," I tried registering on the website. No go, I get an error with all 4 browsers. Firefox, chrome, ie, safari.",negative,0.0,tried registering website go get error browser firefox chrome ie safari
8630,8630," Oh, wow, you`refast   How`s life going ? It`s been 6 months ya ? XD",positive,1.0,oh wow yourefast hows life going month ya xd
8632,8632,now eels like a dork for using the wrong Ping group,negative,0.0,eel like dork using wrong ping group
8633,8633, wishing you were here too babe.. we`d have a ball,positive,1.0,wishing babe wed ball
8637,8637,"  thanks for the r/t, I was hoping I had some *classy* followers",positive,1.0,thanks rt hoping classy follower
8638,8638,   Oh D.h....I see that now .....thank you....,positive,1.0,oh dhi see thank
8639,8639,Using my old phone!  gosh! I miss this phone!,negative,0.0,using old phone gosh miss phone
8642,8642,"But then again t think I`m the only who pays attention to this type of thing, bout to hit this bush and pretend its purple.....",negative,0.0,think im pay attention type thing bout hit bush pretend purple
8644,8644, Can  come with the guys to Brazil? We`ll love if this happened!,positive,1.0,come guy brazil well love happened
8645,8645,Wild Oats Pinot Grigio = v easy to drink,positive,1.0,wild oat pinot grigio v easy drink
8646,8646,is sesperatly hoping my dad takes me to vanessa`s game,positive,1.0,sesperatly hoping dad take vanessa game
8648,8648,I just love it when  hot policemen come into my work,positive,1.0,love hot policeman come work
8649,8649,h*hugs*  I`m so sorry.. anything I can do?,positive,1.0,hhugs im sorry anything
8651,8651,Padeux has some yummy strawberry lemonade,positive,1.0,padeux yummy strawberry lemonade
8652,8652," oh no!  thats no good! I pierced  my bottom lip on the right side...myself in 12th grade, but we had a no piercings dress code",negative,0.0,oh thats good pierced bottom lip right sidemyself th grade piercings dress code
8653,8653,Probably the best birthday I`ve ever had. I got to spend it wwwwith all my favorite people.,positive,1.0,probably best birthday ive ever got spend wwwwith favorite people
8660,8660,i dont think i have ever laughed so hard,positive,1.0,dont think ever laughed hard
8661,8661,why the hell is ittt raining!! i hate the rain.,negative,0.0,hell ittt raining hate rain
8662,8662,"Took a kind-of nap, too. My tummy hurts.",negative,0.0,took kindof nap tummy hurt
8663,8663,"wow, i brokm my toe today on a stupid piece of concrete!  LAME! job searching then sight seeing with Brittany.",negative,0.0,wow brokm toe today stupid piece concrete lame job searching sight seeing brittany
8667,8667, Molly sas born on my birthday!!!! *cue twilight zone music*,positive,1.0,molly sa born birthday cue twilight zone music
8668,8668,Bon Voyage birthday Brother @ Mccarran! cyah again vegas in july. havent slept yet & class @ 1  .. such a fun weekend,positive,1.0,bon voyage birthday brother mccarran cyah vega july havent slept yet class fun weekend
8670,8670,transferring 368558682 photos is annoying.. I want to watch Up,negative,0.0,transferring photo annoying want watch
8671,8671,was busy talking with mom and bhabhi.. they liked the cards bro and me made for them  now waiting for sis to get back from Church..,positive,1.0,busy talking mom bhabhi liked card bro made waiting si get back church
8673,8673,"walking the dog on horseforth park, no hangover on a Sunday morning, yay!!",positive,1.0,walking dog horseforth park hangover sunday morning yay
8674,8674,So im playing hooky from work and it feels good  Gonna go get mmma hair did! .......i wonder how fitzsimmons is doing?,positive,1.0,im playing hooky work feel good gonna go get mmma hair wonder fitzsimmons
8680,8680," inticipation of him making me a cup of tea, I`m agreeing. Now it must happen!  No, he is awesome.",positive,1.0,inticipation making cup tea im agreeing must happen awesome
8681,8681, omg man  i`ll pray for ya,negative,0.0,omg man ill pray ya
8682,8682,"Taday has been a nice positive  fun day , after several weeks of bum days",positive,1.0,taday nice positive fun day several week bum day
8685,8685," Very well thank you! How are you, more importantly?",positive,1.0,well thank importantly
8686,8686, s feeling very sick,negative,0.0,feeling sick
8689,8689,"Lost his favorite thing he loves to always have on him, his story of the year Key Chain..",negative,0.0,lost favorite thing love always story year key chain
8690,8690," weird as usual, but ok... that`s why we likkkke it",positive,1.0,weird usual ok thats likkkke
8691,8691,_78 Elaine`s my online mommy too. She gives good advice.,positive,1.0,elaines online mommy give good advice
8693,8693," lol, good luck with that ;) love your vid for YBWM",positive,1.0,lol good luck love vid ybwm
8695,8695, haha have good dreams  haha best friends forever! haha. be ssssweet to presh bailey   zd?b;P,positive,1.0,haha good dream haha best friend forever haha ssssweet presh bailey zdbp
8697,8697,Jusst started feeling bad again  ugh. I hate it when I don`t feel good!!,negative,0.0,jusst started feeling bad ugh hate dont feel good
8698,8698,lol i <3 spongebob,positive,1.0,lol spongebob
8699,8699, Ahh dangggg of course it had to do that  She better e-mail you back fast!,negative,0.0,ahh dangggg course better email back fast
8700,8700,Good Morning!  ? http://blip.fm/~5jnl7,positive,1.0,good morning httpblipfmjnl
8704,8704, whyd u feel awful after last night?,negative,0.0,whyd u feel awful last night
8705,8705,"  it`s any consolation, you`re definitely one of the hottest GG`s, IMHO",positive,1.0,consolation youre definitely one hottest ggs imho
8708,8708,feel so out of the loop. no twitter on my desktop and haven`t listened to  weekly or read engadget in ages,negative,0.0,feel loop twitter desktop havent listened weekly read engadget age
8711,8711," Ahh, your baby is so cute! Happy Mother`s Day!",positive,1.0,ahh baby cute happy mother day
8713,8713,_Man im fully obsessed with their burritos enchilado style. My mom doesnt wanna go with me tho,negative,0.0,man im fully obsessed burrito enchilado style mom doesnt wanna go tho
8714,8714,mises home on the farm,negative,0.0,mi home farm
8715,8715, THANKS,positive,1.0,thanks
8717,8717,I love being in charge,positive,1.0,love charge
8718,8718,"needs to sttaking photos with other people`s cameras!  luckily, photos have been delivered",positive,1.0,need sttaking photo people camera luckily photo delivered
8720,8720,Watched Coraline last night. It was reallly good. The animation was excellent and the creativity was inspirational.,positive,1.0,watched coraline last night reallly good animation excellent creativity inspirational
8722,8722,Twitter has been foking up for meeee today arg!  1 and 1/2 hours of work till the weekend! Woooooo,negative,0.0,twitter foking meeee today arg hour work till weekend woooooo
8725,8725," blue skies? where, it`s still grey and hazy out of my window",negative,0.0,blue sky still grey hazy window
8726,8726,pappy mother`s day to my sweet mum,positive,1.0,pappy mother day sweet mum
8727,8727, LOOOOL chips and ketchup ya waili 3alaiiik! Let`s have some fish fingers  I`m not too sure about baked beans though.,negative,0.0,looool chip ketchup ya waili alaiiik let fish finger im sure baked bean though
8729,8729, I hear U. I can barley keep up with the followers I currently have. Its tuff on a mobile device.,negative,0.0,hear u barley keep follower currently tuff mobile device
8730,8730, Lookingoforward to following your journey on this endeavor - just subscribed to your blog,positive,1.0,lookingoforward following journey endeavor subscribed blog
8731,8731,Hates that my a.c doesn`t work! Its so hot,negative,0.0,hate ac doesnt work hot
8732,8732,Hpppy Star Wars Day!!!,positive,1.0,hpppy star war day
8733,8733,Having real bad headache..,negative,0.0,real bad headache
8736,8736,_Happy_EmoX lmao. Lucky! It`s 10 minutes on foot for me  ewww..... Scchool.lol. On the bus now.,negative,0.0,happyemox lmao lucky minute foot ewww scchoollol bus
8737,8737,*sigh* i always disappoint people who get in my way...  everyone .. i`m OUT.. i might disappoint everyone else here..,negative,0.0,sigh always disappoint people get way everyone im might disappoint everyone else
8738,8738,s so tired ive walked 6.05 kilometres today,negative,0.0,tired ive walked kilometre today
8739,8739,Working on my resume while listening to the rain and enjoying a Circus Boy,positive,1.0,working resume listening rain enjoying circus boy
8741,8741, It was an app that changed your wallpaper to one of several hundred at random intervals. It`s hard to find good wallpapers.,negative,0.0,app changed wallpaper one several hundred random interval hard find good wallpaper
8744,8744,i want to seeeee ephraim zenh tomorrow! a lot. but can i find a sitter? wtf? why does everyone have plans? it`s only saturday night...sigh.,negative,0.0,want seeeee ephraim zenh tomorrow lot find sitter wtf everyone plan saturday nightsigh
8745,8745,thinks malibu is the drink for me lets all hit the bottle  woop woop ****,positive,1.0,think malibu drink let hit bottle woop woop
8748,8748," Aweeee Man, I hope someone turns it in",positive,1.0,aweeee man hope someone turn
8751,8751,i need some serious cheering up,negative,0.0,need serious cheering
8754,8754,Scared  waitinnng for the call,negative,0.0,scared waitinnng call
8756,8756,"_J i soo dont nanna work tmrw!  ...only on a half day tho so hopefully the sun will stay out for me! Gonna go get showered, tweet l8rs",positive,1.0,j soo dont nanna work tmrw half day tho hopefully sun stay gonna go get showered tweet lr
8757,8757,Wow no one loves me  ,negative,0.0,wow one love
8758,8758, mon aaaami since 5 years young  I loveeee her. Foreverrr,positive,1.0,mon aaaami since year young loveeee foreverrr
8759,8759, Oh noes!! Melted ice cream = do not want.,negative,0.0,oh no melted ice cream want
8761,8761, ReTweeting`s my favorite.    #palin,positive,1.0,retweetings favorite palin
8762,8762,Boogn wishes Clemmie would be nice to me  http://apps.facebook.com/catbook/profile/view/6831309,positive,1.0,boogn wish clemmie would nice httpappsfacebookcomcatbookprofileview
8764,8764, ugh but ehey are so unattractive! u might as well drink from a regular glass. i really dont like them,negative,0.0,ugh ehey unattractive u might well drink regular glass really dont like
8765,8765,listens to MSI and bakes banana bread. How weird is she? Remarkably not so much anymore.,negative,0.0,listens msi bakes banana bread weird remarkably much anymore
8766,8766,Gr.r..stupid internet connection ruined a great scrabble game,negative,0.0,grrstupid internet connection ruined great scrabble game
8768,8768,watching rrrole models.. absolutely hilarious,positive,1.0,watching rrrole model absolutely hilarious
8769,8769,is feeling the effects of spring. My sinuses are killing me,negative,0.0,feeling effect spring sinus killing
8770,8770,Just got done working out....relaxingg than off to work,positive,1.0,got done working outrelaxingg work
8772,8772,"I have to admit, I`m a bit bummed out that I wasn`t witth my friends walking today....",negative,0.0,admit im bit bummed wasnt witth friend walking today
8773,8773,Stuck in traffic on the 91 on the way to costa mesa,negative,0.0,stuck traffic way costa mesa
8774,8774," Thany you for approving my application at the TWA Forum, honey. Keep up the good work",positive,1.0,thany approving application twa forum honey keep good work
8775,8775,"  You are such a positive thinker, I am for sure keeping you around!",positive,1.0,positive thinker sure keeping around
8778,8778,It`s Mor`s Day! Went out to lunch to celebrate and then went shopping for a gift for my mom,positive,1.0,mors day went lunch celebrate went shopping gift mom
8779,8779,"Now that I think about it, when I get to the States they`ll probably still be touring so they won`t be at home  Dammit!",negative,0.0,think get state theyll probably still touring wont home dammit
8780,8780, july... too llllong,negative,0.0,july llllong
8781,8781, oh yes! I was amazed! It was so nice! Next we can go drive it! That`s if they trust us! Haha,positive,1.0,oh yes amazed nice next go drive thats trust u haha
8782,8782, awww. rusks argood for tummy aches though :p try fennel or camomile tea  works. or obviously try ...,positive,1.0,awww rusk argood tummy ache though p try fennel camomile tea work obviously try
8784,8784,**** I hate t weather this **** sucks! I wanted to go out tonight but not n no mess like this,negative,0.0,hate weather suck wanted go tonight n mess like
8785,8785,tierd.i just want to talk,negative,0.0,tierdi want talk
8786,8786, t think it goes against everything i thought the olympic spirit of Team GB is/was,negative,0.0,think go everything thought olympic spirit team gb iswas
8787,8787," Thanks for asking, Sarah  I am glad tomorrow (5th) is a holiday here in Korea. I will have some rest and I will be right as rain.",positive,1.0,thanks asking sarah glad tomorrow th holiday korea rest right rain
8788,8788, umm how abt a cooomment like that :p 'i dont like this',negative,0.0,umm abt cooomment like p dont like
8790,8790,big day 2day thhhe xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho,positive,1.0,big day day thhhe xt launch amazing much free stuff thanx edge telecom found phone wantcnt afford yet tho
8791,8791," awww, im so sorry hun  im sure she didn`t do it on purpose though, she seems so sweet! Maybe it was a 24 hour thing? :s",negative,0.0,awww im sorry hun im sure didnt purpose though seems sweet maybe hour thing
8793,8793," Ah sorry to hear that, just saw pic of chi. and looks cool  I got beagle and ori-pei",negative,0.0,ah sorry hear saw pic chi look cool got beagle oripei
8794,8794, I saw an ll red Audi on the highway. I sped uo to it hoping it was you. My loss,negative,0.0,saw red audi highway sped uo hoping loss
8795,8795,Super bummed the Whitecaps game plans with friends fell through...I now need to be home by 7 to let the sitter go,negative,0.0,super bummed whitecap game plan friend fell throughi need home let sitter go
8797,8797,"It seems like everyone us watching X-Men now, I feel like I`ve started a revolution  feels nice",positive,1.0,seems like everyone u watching xmen feel like ive started revolution feel nice
8801,8801,Tired of hearing stories about everybody going to Ibiza...,negative,0.0,tired hearing story everybody going ibiza
8804,8804," I`m not going on the cruise. Wish I was, but I`m jusssst going on vacation. Thanks though",positive,1.0,im going cruise wish im jusssst going vacation thanks though
8805,8805, you guys ROCKED IT tonight in LA!! Love ya guys and cab wait to see another awesome show soon,positive,1.0,guy rocked tonight la love ya guy cab wait see another awesome show soon
8808,8808,Going tohthe Chiro to see what is wrong with my bum ankle.,negative,0.0,going tohthe chiro see wrong bum ankle
8809,8809,"I just arrived in the office.. I am preparing myself for a very busy day, listening Debussy.... those songs always makes me feel better",positive,1.0,arrived office preparing busy day listening debussy song always make feel better
8810,8810,"Thought I d check out home, that was 10 minutes ago, downloading update, now home square....that`s why I can`t be bothered with it Sony",positive,1.0,thought check home minute ago downloading update home squarethats cant bothered sony
8811,8811," hahah yeah, i had the same problem. Tomorrow there is a bday dinner for Terry at 7:30 so i don`t think we`ll see the fight",negative,0.0,hahah yeah problem tomorrow bday dinner terry dont think well see fight
8817,8817,"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the documentation is not yet complete",negative,0.0,want get hand dirty fubumvc httpbitlyjha documentation yet complete
8820,8820," inoo tts why i sed ino how u feel coz im in love with kyle, i feel like such a saddo but its true ha i wanna see him tuesday",negative,0.0,inoo tt sed ino u feel coz im love kyle feel like saddo true ha wanna see tuesday
8821,8821,_TRUESDALE lmao! you a mess.  Im gonna be in ATL in a few weeks,negative,0.0,truesdale lmao mess im gonna atl week
8822,8822,"owow, that`s cool  bytheway, i love your new TV show",positive,1.0,owow thats cool bytheway love new tv show
8824,8824,Dan you internet. . . Its been down all night. . .,negative,0.0,dan internet night
8825,8825,goodness gracious my chair broke,negative,0.0,goodness gracious chair broke
8826,8826,Bitt - had to do it she came all the way down to say `May the fourth be with you` - our work is done,positive,1.0,bitt came way say may fourth work done
8828,8828, Sunds like you won backstage passes,positive,1.0,sunds like backstage pass
8829,8829," Haha. If you like him, then you should go",positive,1.0,haha like go
8831,8831,"Just finished work nd now waiting in the freezing cold drinking a mango magic, haha FAIL T.T mama, wheree are yu ? I`m cold",negative,0.0,finished work nd waiting freezing cold drinking mango magic haha fail tt mama wheree yu im cold
8833,8833, -thanks i hope i do 2  iv been playing dmc4 like 5 times kinda sick of it hehe,negative,0.0,thanks hope iv playing dmc like time kinda sick hehe
8834,8834,This week has been so lonely without gossip girll xoxo,negative,0.0,week lonely without gossip girll xoxo
8836,8836,  s there anyway you could forgive me?,negative,0.0,anyway could forgive
8840,8840, thx girl! I t now woke up! I cnt believe I`m sick!! Now I have a fever... Wish I could pound nyquil  This sucks.,negative,0.0,thx girl woke cnt believe im sick fever wish could pound nyquil suck
8841,8841,excited to see my cousins this week.,positive,1.0,excited see cousin week
8842,8842, I corrrrrected myself,positive,1.0,corrrrrected
8843,8843,lovin` my new blackberry,positive,1.0,lovin new blackberry
8846,8846,betutiful day... and im working  leaving now so i can get some sun though,positive,1.0,betutiful day im working leaving get sun though
8848,8848,"Backnon track with the transcription process. Still can`t stop my lappy overheating, though",negative,0.0,backnon track transcription process still cant stop lappy overheating though
8849,8849, Happy mother`s day to you as well!  Have a good one!,positive,1.0,happy mother day well good one
8850,8850,It`s Maiko s (keyboards) birthday today! He`s been a good boy. Maybe he`ll get presents.,positive,1.0,maiko keyboard birthday today he good boy maybe hell get present
8851,8851,is such a good big cousin as shes taking her little cousin to see hannah montana the movie next weekend,positive,1.0,good big cousin shes taking little cousin see hannah montana movie next weekend
8853,8853," nnnaaa uhhhh playah! shawty aint got nun, maybe it was ur phone or mines  but I wanted to hit me up when u left the studio",negative,0.0,nnnaaa uhhhh playah shawty aint got nun maybe ur phone mine wanted hit u left studio
8854,8854,I had a nightmare last night *cry* I think I am scarrrrred for life!,negative,0.0,nightmare last night cry think scarrrrred life
8855,8855,Handed in. Can relax a bit now.,positive,1.0,handed relax bit
8856,8856, i`llimiss y`all back... give  my regards...,negative,0.0,illimiss yall back give regard
8859,8859,edevi thankyou. i wont but you know,positive,1.0,edevi thankyou wont know
8863,8863,Naing some webconcepting *in the zone*. I should be awarded..,positive,1.0,naing webconcepting zone awarded
8865,8865,"real y cant be bothered going to work tonigh, its too nice to be stuck inside",positive,1.0,real cant bothered going work tonigh nice stuck inside
8866,8866, I miss you!  Come to Michigan like now....I can`t wait till July,negative,0.0,miss come michigan like nowi cant wait till july
8868,8868,i found a ride...YES!!! liquor here i come,positive,1.0,found rideyes liquor come
8869,8869,http:/witpic.com/67ot5 - the most amazing decoration of a store i`ve ever seen... & it`s almost been 2 years,positive,1.0,httpwitpiccomot amazing decoration store ive ever seen almost year
8870,8870, so afraid my daughter`s gonna write a memoir where i`m some ungodly mix of Miles & Betty Davis in All About Eve,negative,0.0,afraid daughter gonna write memoir im ungodly mix mile betty davis eve
8875,8875,doest`t wanna get dressed up and be an adult today.,negative,0.0,doestt wanna get dressed adult today
8877,8877," Yes, Iiliked it very very much  It wasn`t even cheesy!",positive,1.0,yes iiliked much wasnt even cheesy
8878,8878,  what good role models...  i like how yinz think!,positive,1.0,good role model like yinz think
8881,8881,  We `t even call you from belgium  sucks,negative,0.0,even call belgium suck
8882,8882," nuuuuu, i totally love may, it`s the best for me cos i was born in may",positive,1.0,nuuuuu totally love may best co born may
8883,8883, pups I would LOVE to..BUTT I will be saving lives Saturday night  althooough I know I am missing a BLAST,positive,1.0,pup would love tobutt saving life saturday night althooough know missing blast
8886,8886, so sad...sorry to hear that.  She was a sweet dog.,negative,0.0,sadsorry hear sweet dog
8888,8888, - all is fine  thanks! you guys dont have any quakes there?,positive,1.0,fine thanks guy dont quake
8889,8889,is sad his nnew SB6 CD`s got nicked,negative,0.0,sad nnew sb cd got nicked
8890,8890, hahahaha! i laughed my **** off just now. thanks,positive,1.0,hahahaha laughed thanks
8893,8893,lucky to be where iiii belong,positive,1.0,lucky iiii belong
8894,8894,went to eastgardens and saw a lot of hillsong pastors there Now im going to Nicks for dinner. Cant wait to talk to you soon ,positive,1.0,went eastgardens saw lot hillsong pastor im going nick dinner cant wait talk soon
8895,8895," Haha, nice! ;) Thankkks for letting me know!",positive,1.0,haha nice thankkks letting know
8896,8896,http://twitpic.com/4wdui - She`s so festive aint` she hehe,positive,1.0,httptwitpiccomwdui shes festive aint hehe
8898,8898,"Sooo, I spent most of my day sitting at home in front of the computer in my pajamas...I love these days.",positive,1.0,sooo spent day sitting home front computer pajamasi love day
8899,8899, tried to help,positive,1.0,tried help
8900,8900, oh phew you scared me. I wont have ANY access when im in mexico,negative,0.0,oh phew scared wont access im mexico
8901,8901,Ianyone there?  Please say hello - I`m feeling lonely,negative,0.0,ianyone please say hello im feeling lonely
8903,8903, nice! it`s days like toddday I wish we had a garden,positive,1.0,nice day like toddday wish garden
8906,8906,Happy Meal - B.O.B. toy  http://tinyurl.com/cjtqaf,positive,1.0,happy meal bob toy httptinyurlcomcjtqaf
8907,8907,j had a falling out with nick,negative,0.0,j falling nick
8910,8910,Wishing all the mommies a happy mother`s day,positive,1.0,wishing mommy happy mother day
8913,8913, ME TOO! please come online *-* hooope you`ve had an amazing weekend,positive,1.0,please come online hooope youve amazing weekend
8914,8914,It`s sunny and I feel really well today!  Yippeee!,positive,1.0,sunny feel really well today yippeee
8915,8915,Is feelng like he has a bad flu. Yes. Bad. Flu.,negative,0.0,feelng like bad flu yes bad flu
8916,8916," Buenos Dias! How very sweet, thank you",positive,1.0,buenos dia sweet thank
8920,8920, thank u!!! u kno ppl already look @ my chest ne ways might as well give them somethng to throw them off! LOL!,positive,1.0,thank u u kno ppl already look chest ne way might well give somethng throw lol
8921,8921,"now i am doing the MicroEconooomics project  ihate this subject & beside that i have the english ILETS exam tomorrow, waaa ,HELP !!",negative,0.0,microeconooomics project ihate subject beside english ilets exam tomorrow waaa help
8922,8922,Just finished watching terminator. Other than the music nothing is great,negative,0.0,finished watching terminator music nothing great
8926,8926,J saw Ghost of Girlfriends Past  it was actually really cute for a total chick flick. Mattew McConaughey is smexy,positive,1.0,j saw ghost girlfriend past actually really cute total chick flick mattew mcconaughey smexy
8927,8927,"  he`s hard to please, methinks he has the picture in his head just fine",positive,1.0,he hard please methinks picture head fine
8928,8928,hThanks   Our little girl just loves animals so all the `oohs` and `aahs` were very cute!,positive,1.0,hthanks little girl love animal oohs aahs cute
8929,8929,life is so boring without you,negative,0.0,life boring without
8930,8930," Hi man, ye h I so wanna go, but I`m on Maui  #liloven",negative,0.0,hi man ye h wanna go im maui liloven
8931,8931,Good Morning Tweeters... Happy Monday!  Grab a big cup of coffee it`s a new week,positive,1.0,good morning tweeter happy monday grab big cup coffee new week
8932,8932,Haypy Mothers day to all you MI.. mothers out there.   Thanks for doing what you do .. whatever that is,positive,1.0,haypy mother day mi mother thanks whatever
8933,8933,happy mum`s day! i kinduhh have a major crush on alex johnson from the cab,positive,1.0,happy mum day kinduhh major crush alex johnson cab
8934,8934, I wot`t leave you alone until you accept my appology,positive,1.0,wott leave alone accept appology
8935,8935,"i lost friends, when i didnt do anything",negative,0.0,lost friend didnt anything
8937,8937,   Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,positive,1.0,hey everyone mixed first single r u im sooo excited
8940,8940,"i`m in the garden. Making pictures, weed an sweep. The weather is niceeee!! See you l8ter people!",positive,1.0,im garden making picture weed sweep weather niceeee see lter people
8942,8942,Donith Exams...Now Focusing on Summer School...DAYUUMM Life`s Hard,negative,0.0,donith examsnow focusing summer schooldayuumm life hard
8943,8943,i feel like a princess.  i love lingerie parties!,positive,1.0,feel like princess love lingerie party
8944,8944,Someone sust bought the domain i planned on buying yesterday ****,negative,0.0,someone sust bought domain planned buying yesterday
8945,8945, What software do you use to design sites? I`m a CS student and currently I hard code everything. It`s not the fastest way...,negative,0.0,software use design site im c student currently hard code everything fastest way
8950,8950,"_Comany Hey Kathy, happy Mother`s Day!",positive,1.0,comany hey kathy happy mother day
8952,8952," Booooom, and if you will, boom! Saw the movie last night - really enjoyed it",positive,1.0,booooom boom saw movie last night really enjoyed
8954,8954, thablip is NOT to be misconstrued as qs on last night`s convo... it`s just a song i really love & that rocks my morning,positive,1.0,thablip misconstrued q last night convo song really love rock morning
8955,8955, lunch was going home to rest...not well today,negative,0.0,lunch going home restnot well today
8957,8957, i promised myself i would spread the cards around India...and I only gave someone a deck & then never gave them out,positive,1.0,promised would spread card around indiaand gave someone deck never gave
8960,8960,spset.. friday night crying!,negative,0.0,spset friday night cry
8961,8961, me too baby... Miss you,negative,0.0,baby miss
8962,8962,"Needle s to say, I didn`t stay to find cache#90.",negative,0.0,needle say didnt stay find cache
8963,8963,may have unintentionally snubbed someone due to my ineptness/shyness. feel badly,negative,0.0,may unintentionally snubbed someone due ineptnessshyness feel badly
8965,8965,sweet dreams!,positive,1.0,sweet dream
8966,8966,c_chellebelle_ hey! aww i cnt view it in the UK they`re blocked  what it it??x,negative,0.0,cchellebelle hey aww cnt view uk theyre blocked itx
8967,8967,": Oh. The voting is over!  But don`t worry, I already voted for you about 100000000000000000000000000000000000 times earlier!!!",positive,1.0,oh voting dont worry already voted time earlier
8969,8969,"I never order chips any more due to how unhealthy they are, but getting a burrito from Chipotle or Qdoba doesn`t feel right without em",negative,0.0,never order chip due unhealthy getting burrito chipotle qdoba doesnt feel right without em
8970,8970," I e it too  I hadn`t seen the clip before, though; pretty cool!",positive,1.0,e hadnt seen clip though pretty cool
8971,8971,hmz... second most popular page on this governmental site is the 404 page... fail,negative,0.0,hmz second popular page governmental site page fail
8972,8972, oo lush. i cant sunbathe i burn way to easily even with sun cream   im great thanks lovely sunny day no?,positive,1.0,oo lush cant sunbathe burn way easily even sun cream im great thanks lovely sunny day
8974,8974,i haaaave no idea wtf im doing,negative,0.0,haaaave idea wtf im
8976,8976, - we wouldn`t miss it for thee world!  ICCVB meetings  Mon-Wed....  the fun is just beginning,positive,1.0,wouldnt miss thee world iccvb meeting monwed fun beginning
8977,8977, I brought a buffalo 320gb for 3800...it has the fastest transfer rate for a usb hdd...I benchmarked it at 34mb/s on my comp!!!,positive,1.0,brought buffalo gb fastest transfer rate usb hddi benchmarked mb comp
8978,8978, Great !! Your book looks fantastic ? I want it,positive,1.0,great book look fantastic want
8980,8980, `s mum askeed us to thank you for introducing us to Kenny`s - we`re having Mother`s Day dinner here,positive,1.0,mum askeed u thank introducing u kennys mother day dinner
8981,8981,why im not sleeping  !!,negative,0.0,im sleeping
8983,8983,great reason!! : 'I`ll be there  : 'trying to find an excuse to go to LA for 5/22 show ... ? http://blip.fm/~5z0dc,positive,1.0,great reason ill trying find excuse go la show httpblipfmzdc
8984,8984,http://twitpic.coooom/4wf30 - EEEEEEEEEEE!!!!! IT CAME!!!!,positive,1.0,httptwitpiccoooomwf eeeeeeeeeee came
