,Unnamed: 0,text,sentiment,classification,clean_text
7900,7900,god  bless u and I hope the rest of your weekend is joyfull,positive,1.0,god bless u hope rest weekend joyfull
7901,7901,Through to quaterfinals of charity football tournament. My penalty save sent us through,positive,1.0,quaterfinals charity football tournament penalty save sent u
7903,7903,"btw. ear is getting better! its about time! finally - i say goodnight twitter world, (even though y`all are already asleep). xoxo",positive,1.0,btw ear getting better time finally say goodnight twitter world even though yall already asleep xoxo
7908,7908,is playing around && fun having with little kids right now  hahahahaha,positive,1.0,playing around fun little kid right hahahahaha
7909,7909, You`re welcome...,positive,1.0,youre welcome
7911,7911, im fine. but a bit tired  im glad that its weekend now.,positive,1.0,im fine bit tired im glad weekend
7912,7912,"well, having looked my at bruv`s exam timetable and french oral exam I feel very fortunate  now to, erm, digest my morning revision...",positive,1.0,well looked bruvs exam timetable french oral exam feel fortunate erm digest morning revision
7914,7914,  Thank #amtarot you so much!,positive,1.0,thank amtarot much
7915,7915, that`s a mess  I`ll look for it next week,negative,0.0,thats mess ill look next week
7916,7916,"loves GOSSIP Episode GIRL 23, The Wrath of Con",positive,1.0,love gossip episode girl wrath con
7917,7917,I believe a man died in a car wreck today just right down the road.  It happened at 12 and at 2 he was still in the car.,negative,0.0,believe man died car wreck today right road happened still car
7918,7918,"imissu, come back home honey now",negative,0.0,imissu come back home honey
7920,7920,still  sad about Samantha Who?,negative,0.0,still sad samantha
7921,7921,omg i am in so much pain  ouchies,negative,0.0,omg much pain ouchies
7922,7922,off to pick up my daughters who appear to be picking up an unhealthy liking for primark...feel a like bad parent,negative,0.0,pick daughter appear picking unhealthy liking primarkfeel like bad parent
7923,7923,2 hours after teleconference. but can`t go back to sleep. got some work to do. sigh sigh,negative,0.0,hour teleconference cant go back sleep got work sigh sigh
7927,7927," Actually, I`m supposed to do that w/ my dad + cousin, My cousin is in trouble though, so we never get together",negative,0.0,actually im supposed w dad cousin cousin trouble though never get together
7930,7930, for thanks finding the amusing rubiks pictures tonight. making my evening via  ...,positive,1.0,thanks finding amusing rubiks picture tonight making evening via
7931,7931,OMG. Today felt like the last day of school! it`s horrible!,negative,0.0,omg today felt like last day school horrible
7932,7932, that is sickening... Just at shoot will? Smh... Prayers for his family...,negative,0.0,sickening shoot smh prayer family
7934,7934,"yeah  it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too",negative,0.0,yeah made great noise tripped house circuit breaker good time worth part
7935,7935, yeah back to work  I get out at 3:30 so it`s not that bad,positive,1.0,yeah back work get bad
7939,7939,Happy Bank Holiday,positive,1.0,happy bank holiday
7941,7941,Today is my Mother`s birthday- Happy Birthday & I love you! She is an angel whom has helped me so much during this time of my life,positive,1.0,today mother birthday happy birthday love angel helped much time life
7942,7942,Awaiting to watch lfctv @ 10am  liverpool vs newcastle from game yesterday!,positive,1.0,awaiting watch lfctv liverpool v newcastle game yesterday
7943,7943," LOL it`s not the army it`s starfleet, rules are meant to be broken to get the job done. That`s why he gets the medal",negative,0.0,lol army starfleet rule meant broken get job done thats get medal
7946,7946,i wish i was going to be with ST my girls tomorrow,positive,1.0,wish going st girl tomorrow
7947,7947,Found out I have to go to the US again in August. Getting tired of transatlantic flights. Not good for my carbon footprint either,negative,0.0,found go u august getting tired transatlantic flight good carbon footprint either
7948,7948,"Hey,  that link didn`t work for me",negative,0.0,hey link didnt work
7949,7949,"Oh PW, you done me wrong. The signing time in ur children`s article are all wrong...and no Neil Gaiman?! You tease me.  #bea",negative,0.0,oh pw done wrong signing time ur childrens article wrongand neil gaiman tease bea
7950,7950, i know! that`s why i it recommend,positive,1.0,know thats recommend
7951,7951,Sad that the Statue of Liberty will completely reopen 2 weeks after our NYC trip.,negative,0.0,sad statue liberty completely reopen week nyc trip
7952,7952,Awww I wonder when ima get married. and Shawna Damon are so cute,positive,1.0,awww wonder ima get married shawna damon cute
7953,7953,"fourteen hours later, i`m still having the worst allergy flare-up in my life from shooting an engagement session in a field last night...",negative,0.0,fourteen hour later im still worst allergy flareup life shooting engagement session field last night
7955,7955, nothing yet  still looking....but lets for sure do lunch next week!!,positive,1.0,nothing yet still lookingbut let sure lunch next week
7958,7958," Thanks! I downloaded the trial version of and Stuffit, it worked. Good advice.",positive,1.0,thanks downloaded trial version stuffit worked good advice
7959,7959,() Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,negative,0.0,note self never ever leave macbook pro stupid icurve fell
7960,7960, Iï¿½m sorry that for,negative,0.0,iï ½m sorry
7961,7961,OOUCHHHH I just pinched my own **** by accident trying to fix my top,negative,0.0,oouchhhh pinched accident trying fix top
7962,7962," you If keep trying, you`ll get it right the last time.",positive,1.0,keep trying youll get right last time
7963,7963," hey! negative on the primatech, this handle`s been on the tubes for a decade longer than heroes has",negative,0.0,hey negative primatech handle tube decade longer hero
7964,7964,just finished dinner it - was yummy,positive,1.0,finished dinner yummy
7966,7966," please dont change anything in your site. love I it.. will always love it even if.. so, please? pretty please?",positive,1.0,please dont change anything site love always love even please pretty please
7967,7967,blast from the ****`ing past. NTS why must you suck so badly at school?,negative,0.0,blast ing past nt must suck badly school
7968,7968,off to get ready for school. an have absolute wonderful day!,positive,1.0,get ready school absolute wonderful day
7969,7969, pffffffffff... it`s not a 100% triumph cuz u gone napping  LMAO!!,negative,0.0,pffffffffff triumph cuz u gone napping lmao
7971,7971,you ever come across something that reminds you alot of the one person that completely broke your heart? cause i just did,negative,0.0,ever come across something reminds alot one person completely broke heart cause
7972,7972,Just got done Bedtime watching Stories! Love that movie!,positive,1.0,got done bedtime watching story love movie
7973,7973, Oh noooooo!!!      I`m so sorry!!  That sucks hard!,negative,0.0,oh noooooo im sorry suck hard
7974,7974,"Listening to the commentary track on Holiday Inn. Never thought I`d see Bing Crosby in black face, but the rest of the was movie cute",positive,1.0,listening commentary track holiday inn never thought id see bing crosby black face rest movie cute
7975,7975,Worried about friend,negative,0.0,worried friend
7978,7978, My Dad told me music that has the power to heal the soul. Sure is true yours of,positive,1.0,dad told music power heal soul sure true
7983,7983,Found out that a schoolmate died of an heart attack this morning. He was barely 35  will miss u bally!,negative,0.0,found schoolmate died heart attack morning barely miss u bally
7984,7984, I just added a butt to your name in my phone after I made you go home in the cold. I Because love you!,positive,1.0,added butt name phone made go home cold love
7986,7986,"So sorry if i`ve been wrongly. typing usually, after i`ve typed something, i wont read. i`ll just press the `enter` button",negative,0.0,sorry ive wrongly typing usually ive typed something wont read ill press enter button
7987,7987,Fender is hiding under the couch ... he knows I`m getting ready to leave and he isn`t happy about it,negative,0.0,fender hiding couch know im getting ready leave isnt happy
7989,7989,"seriously my parents are non stop  minniapolis, newport for a week, and now this weekend in San Diego  i miss them ",negative,0.0,seriously parent non stop minniapolis newport week weekend san diego miss
7990,7990,_d awww glad to know Little Sweet D and Leigh are doing good...thanks for the Howie updates,positive,1.0,awww glad know little sweet leigh goodthanks howie update
7992,7992, You right...we are 'arguing' about nothing...I it thought was healthy conversation,negative,0.0,rightwe arguing nothingi thought healthy conversation
7993,7993,", i missed everyone tonight",negative,0.0,missed everyone tonight
7994,7994," Yeah, but you`ve got someone admire who takes job satisfaction to the Nth degree",positive,1.0,yeah youve got someone admire take job satisfaction nth degree
7995,7995,"sigh.. stayed up late cause was on a role w/ assessment, now I`m so tired my eyes r stinging & my head hurts.. & I still need 500 words",negative,0.0,sigh stayed late cause role w assessment im tired eye r stinging head hurt still need word
7997,7997,After work....Hillcats game!   .25 cent hot dogs haha,negative,0.0,workhillcats game cent hot dog haha
7998,7998," I still have plenty of food left here! Thanks for coming over, can`t I wait to see how the pictures came out",positive,1.0,still plenty food left thanks coming cant wait see picture came
8000,8000,I like don`t my dress,negative,0.0,like dont dress
8001,8001,Im not happy,negative,0.0,im happy
8002,8002,Is gonna go for a shower goin  to see hannah Montana laterz woo well excited,positive,1.0,gonna go shower goin see hannah montana laterz woo well excited
8003,8003,with thee ladies getting retarded,negative,0.0,thee lady getting retarded
8004,8004,wow i must have tired. been i fell asleep @ exactly the start of the 10pm news & now up as if its 8am.,negative,0.0,wow must tired fell asleep exactly start pm news
8007,8007,Happy mothrs day 2 ; all thaa moms outt thr  *,positive,1.0,happy mothrs day thaa mom outt thr
8010,8010,had a great night friends with,positive,1.0,great night friend
8011,8011,my legs are soft  watching a move with my mommm short day @ workk,positive,1.0,leg soft watching move mommm short day workk
8012,8012,Happy Mother`s to Day all Mums on Twitter,positive,1.0,happy mother day mum twitter
8014,8014,I my miss friends so much,negative,0.0,miss friend much
8015,8015,"i changed my picture  i am soo screwed, i have an assignment due tomorrow that i havent started, i just cant concentrate argh",negative,0.0,changed picture soo screwed assignment due tomorrow havent started cant concentrate argh
8017,8017," just had a look - missed out by a couple of hours, i`m sorry. i`ll let you know next time..",negative,0.0,look missed couple hour im sorry ill let know next time
8021,8021, just relax like it is or translated to swedish too? Just got to take a look at my next comment,positive,1.0,relax like translated swedish got take look next comment
8024,8024, I like the last part in methodology. your,positive,1.0,like last part methodology
8027,8027,hahaha yay emily i m cool  ,positive,1.0,hahaha yay emily cool
8030,8030,I  envy everyone on AOTS...,positive,1.0,envy everyone aots
8034,8034,wants wish to all the moms out there (and moms-to-be) a very happy Mother`s Day!,positive,1.0,want wish mom momstobe happy mother day
8035,8035, it`s ok lol  I think we might do the same dates.,positive,1.0,ok lol think might date
8036,8036,Smiling!  These guys are!    up Turn your speakers and SMILE~life is good! http://www.imtiredonline.com/smile/,positive,1.0,smiling guy turn speaker smilelife good httpwwwimtiredonlinecomsmile
8037,8037,"wants to move to QLD already, this cold weather is killing me",negative,0.0,want move qld already cold weather killing
8038,8038,"_mcsupergirl ok, finished u set free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy",negative,0.0,mcsupergirl ok finished u set free sooooo mad rite nowit cant end like dont want bad guy
8039,8039," ..ok brother...did you change your num and not give it to me, AGAIN??? smh..you no good dude",negative,0.0,ok brotherdid change num give smhyou good dude
8043,8043,Bored to tears without my boys! They are at their dad`s for a week,negative,0.0,bored tear without boy dad week
8046,8046,i am Marina and i sware to God i`ll again never end up studying French till 2 o`clock at night EVER AGAIN...too much drama...sooo sleepy,negative,0.0,marina sware god ill never end studying french till oclock night ever againtoo much dramasooo sleepy
8047,8047," then how come I`m not uber successful?  I`m not making the same mistakes, I`m making entirely new ones!",negative,0.0,come im uber successful im making mistake im making entirely new one
8049,8049,it was actually so hot today ..the sun has got his hat on . every one has got a tan except me,negative,0.0,actually hot today sun got hat every one got tan except
8050,8050," Thanks for the feedback. Surreal life, oils surreal",positive,1.0,thanks feedback surreal life oil surreal
8051,8051, well I ran out of beer so I left. Not sure about the ETA. Waiting waiting waiting. Bleh  Gonna be a long nite methinks.,negative,0.0,well ran beer left sure eta waiting waiting waiting bleh gonna long nite methinks
8052,8052, - thanks!  it`ll be great    ... and even better as soon I as get that wallet in my grubby little hands!  lol,positive,1.0,thanks itll great even better soon get wallet grubby little hand lol
8056,8056,traffic mad,negative,0.0,traffic mad
8057,8057,"My nose is runny, my head is pounding, and teeth hurt like a ****. MAN. @-) I feel awful.  =((",negative,0.0,nose runny head pounding teeth hurt like man feel awful
8059,8059, You live dat glamorous life.,positive,1.0,live dat glamorous life
8060,8060,Rachael makes want me to cry,negative,0.0,rachael make want cry
8061,8061, yeah talking to you was too boring,negative,0.0,yeah talking boring
8062,8062,_another_1 yeh I even can`t imagine.... good luck to them,positive,1.0,another yeh even cant imagine good luck
8063,8063,Happy Mommy`s Day to all the mothers in the world!,positive,1.0,happy mommy day mother world
8064,8064,I Want To Go See Up. But I Don`t Want To Go With My Mom Brother. And,negative,0.0,want go see dont want go mom brother
8065,8065," Ooh, coffee!  Great idea...  want one??",positive,1.0,ooh coffee great idea want one
8069,8069, ... but i could barely speak! He was probably thinking `who is the weirdo?` LOOOOL. Say sorry to him for me please?  x <3,negative,0.0,could barely speak probably thinking weirdo looool say sorry please x
8070,8070,It`s being tough a thick chik,negative,0.0,tough thick chik
8072,8072, I`m bummed...you`re gonna be only 30 minutes from me on Sunday & I can`t come ya. hear,negative,0.0,im bummedyoure gonna minute sunday cant come ya hear
8073,8073,"working away just now, hopefully it stays nice for the afternoon and evening! possible BBQ weather!",positive,1.0,working away hopefully stay nice afternoon evening possible bbq weather
8074,8074,Nothing  like alone time with your handheld device,positive,1.0,nothing like alone time handheld device
8075,8075,be back later!  HAPPY MOTHER`S DAY TO ALL THE MOTHERS IN THE WORLD! ï¿½ GOD LOVES US ALL!,positive,1.0,back later happy mother day mother world ï ½ god love u
8076,8076,isnt happy very about the fact that her back is hurting today,negative,0.0,isnt happy fact back hurting today
8078,8078,Feeling special @ looking4him first guy give to me flowers.,positive,1.0,feeling special lookinghim first guy give flower
8079,8079,goodnight to all.,positive,1.0,goodnight
8080,8080,http://tinyurl.com/nqudrt Hurt - my finger at work,negative,0.0,httptinyurlcomnqudrt hurt finger work
8081,8081,Rachel Alexandra not in Belmont   but appearing in Vogue.  Best looking model they`ve had in years.,positive,1.0,rachel alexandra belmont appearing vogue best looking model theyve year
8084,8084,Happy Mothers  Day! Love your Mom...,positive,1.0,happy mother day love mom
8085,8085, Munderday. I like that.,positive,1.0,munderday like
8090,8090," Good morning hun! I will, promise  Glad you like `em. Have a day lovely :o)",positive,1.0,good morning hun promise glad like em day lovely
8091,8091,It`s 10.30pm on a Friday night and I`m going to bed. How pathetic.,negative,0.0,pm friday night im going bed pathetic
8092,8092,Thank you for the advice   I`ll work that on when Im not at work.,positive,1.0,thank advice ill work im work
8094,8094,the mum`s cake is done.. now i need make a good luch and tomorrow will be an amazing day Mum`,positive,1.0,mum cake done need make good luch tomorrow amazing day mum
8095,8095,definitely ready for a plate of pancakes.,positive,1.0,definitely ready plate pancake
8098,8098,I`m SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i`m on alone maui,negative,0.0,im sad sad sad thought aunty stina coming looking forward familyi miss dat im alone maui
8100,8100,"Sh t, I`m getting even more sad. I`m currently at the library and j think be it`ll the last one tooooo",negative,0.0,sh im getting even sad im currently library j think itll last one tooooo
8103,8103,"Hi, i was just getting up now so i tought i could write something. Today i`m gonna go shopping! Soo fun, isn`****?",positive,1.0,hi getting tought could write something today im gonna go shopping soo fun
8104,8104, I am doing fantastic JJJ!  You? Doing your questions teacher`s already? pet!!,positive,1.0,fantastic jjj question teacher already pet
8105,8105, oh that stinks..,negative,0.0,oh stink
8106,8106,Cleaned. Laundry. painted. Nails Productive saturday night,positive,1.0,cleaned laundry painted nail productive saturday night
8107,8107, ****,negative,0.0,
8108,8108,_cupcakes  sometimes plugging it into 240 fix can problems..,positive,1.0,cupcake sometimes plugging fix problem
8110,8110,Downtown celebrating drinking the cavs victory!!!,positive,1.0,downtown celebrating drinking cavs victory
8113,8113,Ps... I got Ben Button today... completes my Best Picture noms....got all 5 now. It was a GREAT year!!,positive,1.0,p got ben button today completes best picture nomsgot great year
8114,8114, - and yes i like vids the,positive,1.0,yes like vids
8116,8116,My best friend is at away special olympics . She said she was gonna bring me .,positive,1.0,best friend away special olympics said gonna bring
8119,8119,"Already 26.1c in our office. Can people melt? We`re fighting for air con because fans just don`t help, but can`t find the budget",negative,0.0,already c office people melt fighting air con fan dont help cant find budget
8122,8122,"my car is in at the garage & is not coming out anytime soon! last I time heard the gearbox was the problem, still waiting for the quote.",negative,0.0,car garage coming anytime soon last time heard gearbox problem still waiting quote
8124,8124,"The sun is attempting to increase her Alas efforts. the same cannot be said for me. I see a bath, a couch & a book in my immediate future",negative,0.0,sun attempting increase ala effort cannot said see bath couch book immediate future
8127,8127,wtf my pic isn`t showing,negative,0.0,wtf pic isnt showing
8128,8128,ahh poor my feeeeeet,negative,0.0,ahh poor feeeeeet
8129,8129,Happy Mom`s Day to everyone in the US,positive,1.0,happy mom day everyone u
8130,8130,"****, nearly forgot my PIN  I shouldn`t try to learn anything new in future the lest it push out more vital information.",negative,0.0,nearly forgot pin shouldnt try learn anything new future lest push vital information
8132,8132,I`m in French and we don`t have a  teacher. One hour left til school ends.,negative,0.0,im french dont teacher one hour left til school end
8134,8134," I think they`re really good, so that probably them damns to obscurity.",positive,1.0,think theyre really good probably damn obscurity
8136,8136,ummmm i have no idea what im but doing my friend is pissed off at me now and i dont know why she hates me so much I NEED HELP BRITNEY plz,negative,0.0,ummmm idea im friend pissed dont know hate much need help britney plz
8138,8138,  ugh headache   i just wanna go home,negative,0.0,ugh headache wanna go home
8139,8139,Yes!! i has 100 minutes of Sims 2 plus Seasons  ) fun fun expansions,positive,1.0,yes minute sims plus season fun fun expansion
8140,8140,Definition senioritis: of Me. About to go to chem II and calculus. Not good classes to feel like slackin,negative,0.0,definition senioritis go chem ii calculus good class feel like slackin
8141,8141," - No hard feelings, I hope  Like I say, I think we agree with each other.",positive,1.0,hard feeling hope like say think agree
8142,8142,aww dude.. no fair. i that thought was the point of this thing,negative,0.0,aww dude fair thought point thing
8143,8143,CHILLAXIN AT WORK...MAN I SCREWED UP,negative,0.0,chillaxin workman screwed
8144,8144, clearly need to crack whip the some more,negative,0.0,clearly need crack whip
8145,8145, This was at Pitman`s down South. It just looks like business is bad all over,negative,0.0,pitman south look like business bad
8146,8146,Such a headache  It`s me! killen,negative,0.0,headache killen
8147,8147,Happy Mother`s Day x3 ..Mum? I love you,positive,1.0,happy mother day x mum love
8149,8149,Strike one.    (Three and I`m out.),negative,0.0,strike one three im
8151,8151,: yes  and ily,positive,1.0,yes ily
8154,8154, HAHAH you know you loved the hannah montana  movie it was aweesome,positive,1.0,hahah know loved hannah montana movie aweesome
8156,8156,Another long walk in the heat... hate I this...,negative,0.0,another long walk heat hate
8157,8157, I like that...gonna have to re-tell,positive,1.0,like thatgonna retell
8162,8162, I ended up not going because my left knee is killing me.  I think I myself pushed too much yesterday,negative,0.0,ended going left knee killing think pushed much yesterday
8163,8163,Just woke up from a five hour nap. I still have a headache.  Medication time!,negative,0.0,woke five hour nap still headache medication time
8164,8164,feels disappointed..mahirap mag-supervise talaga ng tao..  http://plurk.com/p/wxqwa,negative,0.0,feel disappointedmahirap magsupervise talaga ng tao httpplurkcompwxqwa
8167,8167," That`s great Bastos!  I`m happy for you. You gonna do the mabaho leg, to celebrate? haha",positive,1.0,thats great bastos im happy gonna mabaho leg celebrate haha
8168,8168,ya  she prob does but i dont want to no about it,negative,0.0,ya prob dont want
8170,8170,stellar!  You 2 look great,positive,1.0,stellar look great
8171,8171,I`m not impressed that it almost always rains on Bank Holidays !! Stil... It`s a free day - no college,negative,0.0,im impressed almost always rain bank holiday stil free day college
8172,8172, HAHAHAHA...yeah you mess up that crossing and kneeling bit you get will called out...JOKING,negative,0.0,hahahahayeah mess crossing kneeling bit get called outjoking
8173,8173,Cleaned out me Followers List and blocked the **** girls & **** Now I look like a spammer,negative,0.0,cleaned follower list blocked girl look like spammer
8175,8175, I would advise watching it in the cinema. I am sure the effects are worth it. Unless you have a monster TV at home,positive,1.0,would advise watching cinema sure effect worth unless monster tv home
8176,8176,This is I dumb. keep losing followers!,negative,0.0,dumb keep losing follower
8177,8177,I havent ben on here n a while...  sorry but im bac now so hit me hup,negative,0.0,havent ben n sorry im bac hit hup
8182,8182,"im with andrew it  was a long, but fun day",positive,1.0,im andrew long fun day
8183,8183,Afternoon from office  My cubicle has been moved but not the system yippie! Mine is one of te few surviving 'good' system..,positive,1.0,afternoon office cubicle moved system yippie mine one te surviving good system
8184,8184, 20 at least hugh happy  trails,positive,1.0,least hugh happy trail
8185,8185,now the pic wont load up on twitter,negative,0.0,pic wont load twitter
8186,8186, Glad are you happy!,positive,1.0,glad happy
8188,8188,"the what hell am i doing awake this early,",negative,0.0,hell awake early
8190,8190,Man tha mojitos from earlier got me feelin type Hope funny. I don`t get sick  http://myloc.me/20DD,negative,0.0,man tha mojitos earlier got feelin type hope funny dont get sick httpmylocmedd
8191,8191,Oops spent too much already lol 50 quid gone,negative,0.0,oops spent much already lol quid gone
8192,8192,ONLY 1 thing sucks about holidays: worrying about pets. Cats will be tgthr @ 'cat resort' but won`t Jonesy have much company @ dad-in-law,negative,0.0,thing suck holiday worrying pet cat tgthr cat resort wont jonesy much company dadinlaw
8193,8193,My paradise fly catchers abandoned their nest....  they are starting again... but it`s gonna b tough,negative,0.0,paradise fly catcher abandoned nest starting gonna b tough
8194,8194,Thank you Google your for Adsense Payment.  If only the Aussie dollar wasn`t as strong,positive,1.0,thank google adsense payment aussie dollar wasnt strong
8195,8195,i fear the spaceship is not long for this earth. it just stranded me and edwin on the highway. there was smoke,negative,0.0,fear spaceship long earth stranded edwin highway smoke
8196,8196," Sounds awesome, wish I go could but no way I could afford it   Have fun!",positive,1.0,sound awesome wish go could way could afford fun
8198,8198,"battery low is boooooooo in Palm Springs, CA http://loopt.us/2SljBw.t",negative,0.0,battery low boooooooo palm spring ca httplooptussljbwt
8199,8199," _kat I`ve begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!",negative,0.0,kat ive begged mum lt get attic wont let waaa yes spoilt hehe
8200,8200, thats  great (((hugs))),positive,1.0,thats great hug
8201,8201, thanks for FF wink,positive,1.0,thanks ff wink
8202,8202, And  it`s only downhill from now until Labor Day!,negative,0.0,downhill labor day
8203,8203, you should see the Morning Rush Forum`s shoutbox. Overheat bcoz of campaign! Flying skirts!!!,negative,0.0,see morning rush forum shoutbox overheat bcoz campaign flying skirt
8204,8204, u really dont right now! i am as sick as a newt in freezer! a its aweful  x,negative,0.0,u really dont right sick newt freezer aweful x
8205,8205, same as I... to bad I`m a programmer only in this company,negative,0.0,bad im programmer company
8206,8206,great night hangin out with my family... mom and dad loved the extra company tonight!  can`t for wait FRC Pcola Tomorrow,positive,1.0,great night hangin family mom dad loved extra company tonight cant wait frc pcola tomorrow
8209,8209,"Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses). Hols almost over,  don`t wanna go back 2 skool.",negative,0.0,bored day one talk missing bf kiss hols almost dont wanna go back skool
8211,8211,  i`d give anything to be there. too bad i`m in tennessee.,negative,0.0,id give anything bad im tennessee
8212,8212,Smackdown is a lot more without boring Maria.,negative,0.0,smackdown lot without boring maria
8213,8213,I would Join you shopping but i have work all weekend  six degrees of seperation is confsuing,negative,0.0,would join shopping work weekend six degree seperation confsuing
8214,8214," ha!The potential is there but so is the loss of fingers, think you can get PO the to do it? At a charge and not full proof",negative,0.0,hathe potential loss finger think get po charge full proof
8215,8215,"Off to see the Tinyï¿½s, thinking thoughts about smiles I caught from the radio  and big daft grin all over my face....",positive,1.0,see tinyï ½s thinking thought smile caught radio big daft grin face
8216,8216,Dang it! I look REALLY like ****!! Sigh only had 35mins to shower and 10mins to get ready,negative,0.0,dang look really like sigh min shower min get ready
8217,8217,"Justin Timberlake totally rocked SNL tonight. Ooh, and Happy Mother`s Day, another Hallmark mkting tool.",positive,1.0,justin timberlake totally rocked snl tonight ooh happy mother day another hallmark mkting tool
8220,8220,_WSt the wheater here in Austria should be for bad the whole weekend. Sorry!,negative,0.0,wst wheater austria bad whole weekend sorry
8221,8221, GAH! I got some of your songs off itunes  I`m so happy! They`re SO AWESOME!!! keep it up!,positive,1.0,gah got song itunes im happy theyre awesome keep
8222,8222,  it`s true!   have u downloaded the tweetdeck yet? it is literally amazing  ****,positive,1.0,true u downloaded tweetdeck yet literally amazing
8224,8224,"_47 hey, watch out you don`t post too many adverts on your twitter feed. I wouldn`t follow, normally but your blog is interesting",positive,1.0,hey watch dont post many advert twitter feed wouldnt follow normally blog interesting
8226,8226,HAPPY MOTHERS DAY TO ALL THE MOMMYS EXSPECIALLY  MINE LOVE YOU MOMMY,positive,1.0,happy mother day mommy exspecially mine love mommy
8228,8228,tafe was actually quite good. once for,positive,1.0,tafe actually quite good
8229,8229,I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me,negative,0.0,want see drag hell get feeling none friend go w
8230,8230, you Glad are having a blast.,positive,1.0,glad blast
8235,8235,Can feel a headache growing.,negative,0.0,feel headache growing
8236,8236, hi I`m ok   still not great feeling,negative,0.0,hi im ok still great feeling
8237,8237," ooow those look painful, poor bb",negative,0.0,ooow look painful poor bb
8238,8238,I think that mowing the lawn should not be allowed to be done by teenagers. It sucks! Well to off mow.,negative,0.0,think mowing lawn allowed done teenager suck well mow
8240,8240, Mother`s Happy Day! I hope you have an awesome day...and a good rest of the night,positive,1.0,mother happy day hope awesome dayand good rest night
8242,8242, many tribes r becoming  extinct I blame Mc Donalds!!!,negative,0.0,many tribe r becoming extinct blame mc donalds
8244,8244, that was funny! LOVED IT! almost I fell for it. Haha,positive,1.0,funny loved almost fell haha
8246,8246,and i wish i gave you one kiss last,positive,1.0,wish gave one kiss last
8247,8247, nice to meet ya!,positive,1.0,nice meet ya
8248,8248,**** you all is i have to say,negative,0.0,say
8250,8250, SAAAAAAID!!' 'I Haha. It kinda makes me sad though.  http://bit.ly/uJUA3,negative,0.0,saaaaaaid haha kinda make sad though httpbitlyujua
8252,8252,history hateeee of rock!,negative,0.0,history hateeee rock
8253,8253, Yes yes she is indeed nuts! ... Like me... though i am not rich  Tut x,negative,0.0,yes yes indeed nut like though rich tut x
8259,8259,Its sunday morning and birds are chirping. Hoping for the best and praying that its the best.,positive,1.0,sunday morning bird chirping hoping best praying best
8261,8261,iTunes upgrade reset playcount to zero  How will I know which one of 143 Hasta Siempre versions I liked best?,positive,1.0,itunes upgrade reset playcount zero know one hasta siempre version liked best
8262,8262,"_Deen   looks like delicious a recipe, will try that tonite",positive,1.0,deen look like delicious recipe try tonite
8263,8263, After I water the plants I am headed to the farm. Don`t have any popcorn for the goats   Katnip is looking good under saddle,positive,1.0,water plant headed farm dont popcorn goat katnip looking good saddle
8266,8266," sounds good, the one was I too was also fun",positive,1.0,sound good one also fun
8267,8267,They raised the prices at work which means people are tipping less. Yay,negative,0.0,raised price work mean people tipping le yay
8269,8269,is feeling her eyes burned-fried after 10 hours attached to the screen uploading new summer clothing for my store www.Chittypulga.com,negative,0.0,feeling eye burnedfried hour attached screen uploading new summer clothing store wwwchittypulgacom
8270,8270, hahah im way too lazy to check my phone  ooo michells! are you wtaching recruits? the,negative,0.0,hahah im way lazy check phone ooo michells wtaching recruit
8272,8272," Oh dear, it will be late there.... good ol  Michigan! Well I look forward to chatting with you when our wakeful hours overlap.",positive,1.0,oh dear late good ol michigan well look forward chatting wakeful hour overlap
8273,8273," Ooooh, I`m jealous  I might try and get some for the saturday but I have an exam on the monday that Im gonna fail",negative,0.0,ooooh im jealous might try get saturday exam monday im gonna fail
8274,8274,Goodnight all! No iPod but still found my old MP3 player...we`ll see how long it holds out for.  ****,positive,1.0,goodnight ipod still found old mp playerwell see long hold
8275,8275,  13:00 is kickoff. The red cars hopefully,positive,1.0,kickoff red car hopefully
8276,8276,"  so sorry, I just found the members preview been has sold out for awhile. It opens at Noon to the general public",negative,0.0,sorry found member preview sold awhile open noon general public
8278,8278,I fell for Austin Taura Hanafiah even morreee! Shoott!!!  A guy look shouldn`t that yumm! Hahaha...,positive,1.0,fell austin taura hanafiah even morreee shoott guy look shouldnt yumm hahaha
8279,8279,happy mothers day to all you mums out there,negative,0.0,happy mother day mum
8281,8281,Love how my printer decided to print all my blacks all marbled - 1hr before an interview for new work this morning.,positive,1.0,love printer decided print black marbled hr interview new work morning
8282,8282,"ohhhh _eliza that makes sense then. 8D and i need to reread the lotr trilogy, i lost the three books a long time ago and i`m sad.",negative,0.0,ohhhh eliza make sense need reread lotr trilogy lost three book long time ago im sad
8284,8284,"Just three sneezed times in quick succession. But three is not four, so no record.",negative,0.0,three sneezed time quick succession three four record
8285,8285,"coach says have come along way, faster that alot of people  oh yeah whos the man. ohh very sore",negative,0.0,coach say come along way faster alot people oh yeah who man ohh sore
